Serial_Number,Serial Number,MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,Gas,Corresponding Image Name
451,1278,753,404,370,366,587,633,361,Smoke,1278_Smoke
452,829,536,427,382,356,385,284,403,Mixture,829_Mixture
453,1403,704,427,499,448,615,545,455,Mixture,1403_Mixture
454,775,745,531,398,396,563,577,457,Perfume,775_Perfume
455,1264,724,534,368,354,469,447,475,Perfume,1264_Perfume
456,1320,796,534,490,465,642,705,509,NoGas,1320_NoGas
457,1409,801,535,511,487,671,720,519,NoGas,1409_NoGas
458,821,779,532,453,445,628,617,473,NoGas,821_NoGas
459,587,561,416,408,391,489,340,429,Mixture,587_Mixture
460,789,760,529,422,429,586,653,475,NoGas,789_NoGas
461,1466,780,525,501,483,690,750,532,Perfume,1466_Perfume
462,1150,748,530,392,385,525,541,500,Perfume,1150_Perfume
463,1580,688,428,299,333,592,599,336,Smoke,1580_Smoke
464,784,675,423,440,401,508,348,432,Mixture,784_Mixture
465,1530,686,413,301,334,592,591,332,Smoke,1530_Smoke
466,191,530,399,376,345,414,252,369,Mixture,191_Mixture
467,1287,756,533,401,400,531,586,472,NoGas,1287_NoGas
468,1181,773,529,440,436,560,659,494,NoGas,1181_NoGas
469,13,605,343,392,410,573,597,310,Smoke,13_Smoke
470,466,726,528,398,393,614,583,440,Perfume,466_Perfume
471,553,582,349,333,370,575,562,295,Smoke,553_Smoke
472,288,538,402,379,350,429,265,380,Mixture,288_Mixture
473,401,791,529,491,488,681,743,502,Perfume,401_Perfume
474,1210,536,419,361,340,384,256,381,Mixture,1210_Mixture
475,52,502,399,359,323,390,231,328,Mixture,52_Mixture
476,443,741,530,411,415,612,627,445,NoGas,443_NoGas
477,264,719,526,412,408,638,623,445,NoGas,264_NoGas
478,522,739,527,402,403,601,601,445,NoGas,522_NoGas
479,541,619,348,349,378,574,570,301,Smoke,541_Smoke
480,81,523,364,359,393,576,562,296,Smoke,81_Smoke
481,569,561,409,400,382,472,350,418,Mixture,569_Mixture
482,192,745,520,468,465,685,746,502,Perfume,192_Perfume
483,97,543,400,376,343,416,255,359,Mixture,97_Mixture
484,1315,657,385,297,334,584,593,327,Smoke,1315_Smoke
485,754,786,530,437,418,599,578,455,NoGas,754_NoGas
486,232,502,390,374,339,490,248,368,Mixture,232_Mixture
487,1011,592,420,412,377,417,309,407,Mixture,1011_Mixture
488,4,796,518,504,449,685,691,502,Perfume,4_Perfume
489,126,667,385,376,355,557,271,381,Mixture,126_Mixture
490,659,504,392,354,328,400,242,358,Mixture,659_Mixture
491,1050,631,443,428,390,429,316,428,Mixture,1050_Mixture
492,388,554,424,393,365,415,299,392,Mixture,388_Mixture
493,510,790,531,491,486,679,739,494,Perfume,510_Perfume
494,845,582,418,381,352,402,267,391,Mixture,845_Mixture
495,162,675,414,441,408,529,352,418,Mixture,162_Mixture
496,1567,754,441,340,354,591,628,346,Smoke,1567_Smoke
497,934,618,426,420,386,443,321,422,Mixture,934_Mixture
498,1581,687,430,299,333,592,599,336,Smoke,1581_Smoke
499,380,701,527,402,390,623,568,429,Perfume,380_Perfume
500,71,637,522,412,398,660,607,439,Perfume,71_Perfume
501,552,508,416,368,341,397,257,376,Mixture,552_Mixture
502,435,747,531,417,424,627,657,457,NoGas,435_NoGas
503,847,776,531,440,444,606,686,490,NoGas,847_NoGas
504,624,553,412,413,397,524,363,429,Mixture,624_Mixture
505,1526,761,532,405,400,543,583,510,NoGas,1526_NoGas
506,1569,595,425,422,394,476,322,432,Mixture,1569_Mixture
507,649,784,532,484,481,683,738,504,Perfume,649_Perfume
508,707,794,530,501,493,687,744,504,Perfume,707_Perfume
509,925,795,531,507,487,681,734,522,Perfume,925_Perfume
510,995,792,530,489,471,645,698,502,NoGas,995_NoGas
511,962,750,534,400,397,542,575,464,NoGas,962_NoGas
512,819,602,441,437,402,450,344,437,Mixture,819_Mixture
513,497,750,527,421,427,615,661,458,NoGas,497_NoGas
514,548,594,348,338,372,574,565,297,Smoke,548_Smoke
515,847,798,529,512,490,672,737,519,Perfume,847_Perfume
516,693,788,529,490,473,677,714,489,Perfume,693_Perfume
517,1303,706,396,317,346,586,618,345,Smoke,1303_Smoke
518,1599,738,529,394,395,566,577,442,Perfume,1599_Perfume
519,1036,687,371,360,373,582,636,332,Smoke,1036_Smoke
520,674,650,420,449,419,614,473,456,Mixture,674_Mixture
521,89,570,404,392,360,439,284,376,Mixture,89_Mixture
522,60,721,400,422,393,576,342,396,Mixture,60_Mixture
523,127,575,354,362,395,580,575,299,Smoke,127_Smoke
524,1568,803,524,510,496,630,758,576,NoGas,1568_NoGas
525,29,755,520,481,468,686,739,494,Perfume,29_Perfume
526,1270,724,537,367,350,468,442,472,Perfume,1270_Perfume
527,598,740,530,405,409,595,617,457,NoGas,598_NoGas
528,1172,606,401,319,358,597,582,327,Smoke,1172_Smoke
529,1027,758,530,408,410,549,602,468,NoGas,1027_NoGas
530,583,643,419,423,391,490,336,425,Mixture,583_Mixture
531,220,610,362,355,377,565,564,286,Smoke,220_Smoke
532,519,737,527,402,403,600,605,445,NoGas,519_NoGas
533,852,798,527,511,493,682,748,523,Perfume,852_Perfume
534,1207,753,522,445,437,565,630,519,Perfume,1207_Perfume
535,218,657,523,402,387,637,579,436,Perfume,218_Perfume
536,570,759,530,431,445,626,699,480,NoGas,570_NoGas
537,287,767,530,457,459,672,725,484,NoGas,287_NoGas
538,836,789,531,468,472,661,730,508,NoGas,836_NoGas
539,347,774,529,456,467,660,714,473,NoGas,347_NoGas
540,1344,800,537,502,477,599,721,566,Perfume,1344_Perfume
541,797,755,529,415,418,578,630,469,NoGas,797_NoGas
542,1385,808,531,532,503,631,762,582,Perfume,1385_Perfume
543,778,526,410,367,341,387,259,381,Mixture,778_Mixture
544,1110,805,530,516,501,684,740,535,Perfume,1110_Perfume
545,628,616,354,386,396,568,576,284,Smoke,628_Smoke
546,877,758,532,407,411,565,602,467,NoGas,877_NoGas
547,548,508,418,369,342,398,257,378,Mixture,548_Mixture
548,1275,765,532,413,412,546,623,484,NoGas,1275_NoGas
549,842,673,361,371,381,573,594,316,Smoke,842_Smoke
550,1159,743,543,387,378,520,527,496,Perfume,1159_Perfume
551,568,559,349,327,367,574,557,290,Smoke,568_Smoke
552,1402,703,424,486,438,600,503,452,Mixture,1402_Mixture
553,324,502,387,355,327,407,233,356,Mixture,324_Mixture
554,698,531,348,316,361,574,548,280,Smoke,698_Smoke
555,1316,524,417,368,346,377,251,371,Mixture,1316_Mixture
556,331,740,529,420,413,639,625,451,NoGas,331_NoGas
557,1426,768,419,371,377,596,650,357,Smoke,1426_Smoke
558,884,608,367,319,355,579,600,317,Smoke,884_Smoke
559,254,532,342,348,382,571,568,284,Smoke,254_Smoke
560,742,651,416,443,409,538,358,428,Mixture,742_Mixture
561,310,551,392,371,344,446,247,370,Mixture,310_Mixture
562,1112,754,533,402,403,539,590,468,NoGas,1112_NoGas
563,656,729,526,397,403,581,601,450,NoGas,656_NoGas
564,464,738,528,407,404,612,595,445,NoGas,464_NoGas
565,1404,700,433,503,448,581,553,457,Mixture,1404_Mixture
566,791,567,364,314,355,576,557,287,Smoke,791_Smoke
567,1014,743,533,388,383,519,536,462,Perfume,1014_Perfume
568,1088,603,383,309,349,586,581,308,Smoke,1088_Smoke
569,1387,646,423,447,402,457,360,411,Mixture,1387_Mixture
570,187,513,348,346,371,571,551,286,Smoke,187_Smoke
571,10,558,516,376,337,665,450,416,NoGas,10_NoGas
572,279,568,339,340,376,572,560,283,Smoke,279_Smoke
573,643,579,354,335,372,568,564,284,Smoke,643_Smoke
574,195,525,397,371,340,414,246,366,Mixture,195_Mixture
575,1194,745,407,385,390,597,614,337,Smoke,1194_Smoke
576,57,676,521,441,434,673,673,458,Perfume,57_Perfume
577,609,734,531,400,399,592,595,452,NoGas,609_NoGas
578,42,712,520,450,443,673,695,463,Perfume,42_Perfume
579,950,754,531,407,407,548,600,469,NoGas,950_NoGas
580,233,774,524,493,468,680,706,515,Perfume,233_Perfume
581,318,516,391,365,338,422,246,369,Mixture,318_Mixture
582,538,728,527,393,389,600,581,444,NoGas,538_NoGas
583,460,603,352,369,391,575,570,288,Smoke,460_Smoke
584,1594,708,527,409,394,629,584,435,Perfume,1594_Perfume
585,1533,611,434,411,377,429,279,401,Mixture,1533_Mixture
586,883,755,532,404,406,562,592,465,NoGas,883_NoGas
587,1350,505,404,352,330,365,239,351,Mixture,1350_Mixture
588,344,533,386,381,365,501,259,373,Mixture,344_Mixture
589,919,531,417,382,367,459,339,426,Mixture,919_Mixture
590,1021,665,438,468,426,507,350,437,Mixture,1021_Mixture
591,432,717,527,395,386,625,573,438,Perfume,432_Perfume
592,918,788,530,473,461,624,712,505,NoGas,918_NoGas
593,797,661,438,455,407,463,341,424,Mixture,797_Mixture
594,177,605,407,409,378,461,294,393,Mixture,177_Mixture
595,228,764,527,454,457,670,711,473,NoGas,228_NoGas
596,1289,756,534,401,399,528,580,470,NoGas,1289_NoGas
597,1459,650,438,443,404,488,328,437,Mixture,1459_Mixture
598,1521,762,535,408,403,545,594,512,NoGas,1521_NoGas
599,1302,706,400,316,345,585,618,344,Smoke,1302_Smoke
600,271,717,527,408,403,635,611,441,NoGas,271_NoGas
601,157,538,361,360,397,587,574,307,Smoke,157_Smoke
602,167,713,526,463,456,659,666,486,Perfume,167_Perfume
603,802,644,435,434,397,481,345,436,Mixture,802_Mixture
604,12,558,516,375,336,664,449,415,NoGas,12_NoGas
605,1451,654,443,438,401,469,316,429,Mixture,1451_Mixture
606,567,721,528,388,384,595,564,439,Perfume,567_Perfume
607,663,555,345,322,365,578,559,283,Smoke,663_Smoke
608,795,740,530,389,383,556,549,451,Perfume,795_Perfume
609,1370,523,403,358,337,384,243,353,Mixture,1370_Mixture
610,1468,734,414,324,345,597,602,339,Smoke,1468_Smoke
611,1504,771,528,425,419,549,625,504,NoGas,1504_NoGas
612,1121,808,532,520,511,689,765,557,Perfume,1121_Perfume
613,678,718,438,516,466,796,704,482,Mixture,678_Mixture
614,523,738,526,402,402,602,600,445,NoGas,523_NoGas
615,1246,637,388,307,344,590,587,321,Smoke,1246_Smoke
616,1526,612,437,422,385,433,285,406,Mixture,1526_Mixture
617,1564,803,523,525,517,669,780,584,NoGas,1564_NoGas
618,554,795,531,504,491,688,741,510,Perfume,554_Perfume
619,606,737,530,401,403,593,601,453,NoGas,606_NoGas
620,569,718,527,388,383,585,552,431,Perfume,569_Perfume
621,1460,649,438,444,405,489,329,438,Mixture,1460_Mixture
622,924,573,371,308,349,581,580,302,Smoke,924_Smoke
623,1432,666,523,404,394,640,596,441,Perfume,1432_Perfume
624,1298,715,405,323,349,585,624,348,Smoke,1298_Smoke
625,211,662,522,406,394,640,588,439,Perfume,211_Perfume
626,1405,794,531,484,466,651,701,509,NoGas,1405_NoGas
627,1534,611,433,412,377,431,279,400,Mixture,1534_Mixture
628,610,728,529,393,392,588,580,448,Perfume,610_Perfume
629,20,708,420,449,411,548,365,393,Mixture,20_Mixture
630,632,750,530,422,432,607,672,468,NoGas,632_NoGas
631,790,568,363,314,356,576,557,287,Smoke,790_Smoke
632,664,647,397,384,367,501,297,394,Mixture,664_Mixture
633,945,565,367,308,349,580,572,299,Smoke,945_Smoke
634,1312,529,418,371,349,382,255,373,Mixture,1312_Mixture
635,517,527,348,326,367,571,545,278,Smoke,517_Smoke
636,239,748,527,440,438,653,668,461,NoGas,239_NoGas
637,1275,765,405,393,377,593,635,356,Smoke,1275_Smoke
638,1235,529,402,363,343,375,240,351,Mixture,1235_Mixture
639,694,786,528,489,470,678,718,489,Perfume,694_Perfume
640,1345,783,533,450,440,571,670,503,NoGas,1345_NoGas
641,367,755,530,429,434,644,670,466,NoGas,367_NoGas
642,180,514,348,346,373,563,544,283,Smoke,180_Smoke
643,638,562,417,404,379,458,335,417,Mixture,638_Mixture
644,742,792,534,493,479,680,720,501,Perfume,742_Perfume
645,132,563,353,360,393,581,574,300,Smoke,132_Smoke
646,975,697,368,366,376,577,601,307,Smoke,975_Smoke
647,882,733,531,386,380,531,530,454,Perfume,882_Perfume
648,1281,770,399,381,375,583,631,350,Smoke,1281_Smoke
649,1010,587,361,305,346,581,566,294,Smoke,1010_Smoke
650,1540,721,525,421,408,634,580,442,Perfume,1540_Perfume
651,1437,752,422,349,363,597,641,355,Smoke,1437_Smoke
652,1520,763,534,407,403,545,597,512,NoGas,1520_NoGas
653,758,558,417,399,368,448,304,407,Mixture,758_Mixture
654,1001,590,364,305,346,580,566,295,Smoke,1001_Smoke
655,586,711,528,382,374,593,544,435,Perfume,586_Perfume
656,482,719,529,395,387,617,569,439,Perfume,482_Perfume
657,377,565,351,337,374,569,560,283,Smoke,377_Smoke
658,387,557,425,396,367,417,303,395,Mixture,387_Mixture
659,1573,691,427,299,333,592,601,336,Smoke,1573_Smoke
660,1041,679,447,464,419,505,361,440,Mixture,1041_Mixture
661,711,770,529,450,452,626,699,480,NoGas,711_NoGas
662,68,640,522,414,400,668,614,441,Perfume,68_Perfume
663,305,679,525,400,389,635,580,435,Perfume,305_Perfume
664,130,653,526,411,399,637,587,433,NoGas,130_NoGas
665,463,739,530,406,404,613,597,445,NoGas,463_NoGas
666,1399,792,531,474,453,598,647,487,NoGas,1399_NoGas
667,51,706,519,452,439,671,678,459,Perfume,51_Perfume
668,964,736,534,382,374,517,517,453,Perfume,964_Perfume
669,1352,504,404,351,330,364,239,350,Mixture,1352_Mixture
670,447,802,529,515,496,690,748,519,Perfume,447_Perfume
671,381,730,526,409,417,625,572,436,Perfume,381_Perfume
672,911,738,530,387,381,526,532,453,Perfume,911_Perfume
673,1199,727,524,375,361,492,475,479,Perfume,1199_Perfume
674,652,565,352,326,368,571,559,283,Smoke,652_Smoke
675,365,580,350,343,378,571,567,285,Smoke,365_Smoke
676,929,796,532,510,487,683,740,524,Perfume,929_Perfume
677,462,778,533,467,478,679,737,489,Perfume,462_Perfume
678,488,721,529,392,386,612,560,434,Perfume,488_Perfume
679,943,566,372,308,349,580,573,300,Smoke,943_Smoke
680,1109,656,379,338,361,585,590,315,Smoke,1109_Smoke
681,1353,764,406,383,384,588,653,371,Smoke,1353_Smoke
682,399,734,528,404,402,626,614,452,NoGas,399_NoGas
683,386,785,527,493,481,679,724,493,Perfume,386_Perfume
684,501,745,528,413,421,609,649,454,NoGas,501_NoGas
685,982,574,408,381,352,408,267,383,Mixture,982_Mixture
686,1348,793,401,384,368,588,632,348,Smoke,1348_Smoke
687,1433,657,454,465,435,544,440,464,Mixture,1433_Mixture
688,1030,675,445,460,416,493,354,440,Mixture,1030_Mixture
689,914,793,531,505,476,657,730,514,NoGas,914_NoGas
690,908,582,372,311,350,581,586,306,Smoke,908_Smoke
691,1218,714,397,344,367,594,632,342,Smoke,1218_Smoke
692,207,664,522,404,393,640,593,440,Perfume,207_Perfume
693,1227,503,412,350,329,363,247,368,Mixture,1227_Mixture
694,925,773,530,445,441,589,683,492,NoGas,925_NoGas
695,1503,648,439,440,399,463,301,417,Mixture,1503_Mixture
696,809,800,529,513,501,692,749,520,Perfume,809_Perfume
697,1181,676,395,366,371,593,597,326,Smoke,1181_Smoke
698,1058,692,382,343,365,583,612,317,Smoke,1058_Smoke
699,1313,656,388,294,330,583,591,324,Smoke,1313_Smoke
700,870,739,532,391,386,534,547,458,Perfume,870_Perfume
701,585,711,528,383,374,593,545,435,Perfume,585_Perfume
702,584,615,419,427,395,492,335,430,Mixture,584_Mixture
703,247,581,397,408,373,496,285,393,Mixture,247_Mixture
704,741,625,354,327,363,576,574,295,Smoke,741_Smoke
705,998,789,530,474,461,639,708,500,NoGas,998_NoGas
706,990,646,367,329,357,582,585,303,Smoke,990_Smoke
707,378,635,438,451,420,504,388,436,Mixture,378_Mixture
708,507,747,528,408,416,616,643,458,NoGas,507_NoGas
709,462,615,406,379,350,419,258,374,Mixture,462_Mixture
710,187,669,522,406,397,641,603,443,NoGas,187_NoGas
711,1457,691,419,306,339,600,605,342,Smoke,1457_Smoke
712,825,551,432,394,366,397,300,414,Mixture,825_Mixture
713,964,714,367,355,373,579,590,302,Smoke,964_Smoke
714,158,642,525,404,388,635,558,426,Perfume,158_Perfume
715,1390,700,411,299,335,593,603,340,Smoke,1390_Smoke
716,0,506,392,344,311,395,222,302,Mixture,0_Mixture
717,490,744,530,401,392,622,569,442,Perfume,490_Perfume
718,327,792,527,514,498,690,747,514,Perfume,327_Perfume
719,1323,520,415,365,344,376,249,367,Mixture,1323_Mixture
720,341,768,527,466,469,677,731,485,Perfume,341_Perfume
721,183,563,404,395,362,429,270,377,Mixture,183_Mixture
722,1352,766,406,382,383,588,643,365,Smoke,1352_Smoke
723,201,514,395,366,336,410,241,362,Mixture,201_Mixture
724,933,568,367,308,348,581,577,301,Smoke,933_Smoke
725,103,523,396,366,334,404,243,352,Mixture,103_Mixture
726,1394,797,528,508,487,590,723,572,Perfume,1394_Perfume
727,639,786,533,480,461,673,697,488,Perfume,639_Perfume
728,39,531,405,372,337,409,251,342,Mixture,39_Mixture
729,697,778,529,461,442,662,680,476,NoGas,697_NoGas
730,785,668,426,446,407,511,366,441,Mixture,785_Mixture
731,102,524,396,367,335,406,245,353,Mixture,102_Mixture
732,1423,713,455,489,443,538,390,458,Mixture,1423_Mixture
733,463,729,529,400,395,619,591,443,Perfume,463_Perfume
734,1269,769,533,419,420,558,645,489,NoGas,1269_NoGas
735,1473,784,526,503,493,691,760,530,Perfume,1473_Perfume
736,315,519,392,367,342,437,248,369,Mixture,315_Mixture
737,41,526,404,369,335,406,247,337,Mixture,41_Mixture
738,1354,774,532,427,423,552,632,490,NoGas,1354_NoGas
739,541,725,528,392,388,588,566,435,NoGas,541_NoGas
740,1528,759,533,403,397,541,578,509,NoGas,1528_NoGas
741,345,612,349,372,398,568,581,289,Smoke,345_Smoke
742,1327,713,528,368,352,467,437,472,Perfume,1327_Perfume
743,177,684,521,413,405,645,619,447,NoGas,177_NoGas
744,558,572,348,331,369,575,560,293,Smoke,558_Smoke
745,1463,778,524,501,481,686,732,524,Perfume,1463_Perfume
746,900,791,531,479,460,643,694,496,NoGas,900_NoGas
747,1227,781,529,415,391,533,541,460,NoGas,1227_NoGas
748,163,687,522,415,411,645,639,450,NoGas,163_NoGas
749,827,555,363,320,359,575,560,284,Smoke,827_Smoke
750,343,726,528,409,401,630,607,445,NoGas,343_NoGas
751,1171,789,528,475,464,597,699,509,NoGas,1171_NoGas
752,407,549,351,333,373,573,554,280,Smoke,407_Smoke
753,1384,706,429,308,343,598,610,349,Smoke,1384_Smoke
754,1102,747,528,386,381,513,530,473,Perfume,1102_Perfume
755,1061,679,382,334,360,583,608,316,Smoke,1061_Smoke
756,884,755,531,404,405,562,590,465,NoGas,884_NoGas
757,1497,777,530,435,430,561,648,509,NoGas,1497_NoGas
758,80,633,523,409,393,656,592,435,Perfume,80_Perfume
759,640,784,532,478,468,675,706,493,Perfume,640_Perfume
760,253,730,527,422,421,645,643,453,NoGas,253_NoGas
761,108,636,360,396,412,575,578,298,Smoke,108_Smoke
762,1476,803,531,514,489,675,728,529,NoGas,1476_NoGas
763,953,738,534,386,381,520,528,453,Perfume,953_Perfume
764,400,550,350,332,372,559,543,275,Smoke,400_Smoke
765,1444,657,524,400,388,638,580,437,Perfume,1444_Perfume
766,125,658,525,414,402,643,601,439,NoGas,125_NoGas
767,790,737,528,391,386,556,555,453,Perfume,790_Perfume
768,514,678,444,464,428,536,390,450,Mixture,514_Mixture
769,1020,761,534,415,418,556,622,473,NoGas,1020_NoGas
770,1013,586,361,305,346,581,566,294,Smoke,1013_Smoke
771,767,796,527,503,492,679,749,515,Perfume,767_Perfume
772,1384,809,532,532,508,635,766,583,Perfume,1384_Perfume
773,1514,695,420,302,335,593,594,334,Smoke,1514_Smoke
774,845,779,530,443,449,613,695,492,NoGas,845_NoGas
775,1372,536,403,361,339,388,245,354,Mixture,1372_Mixture
776,823,561,435,404,375,407,313,423,Mixture,823_Mixture
777,1256,675,412,342,359,594,599,330,Smoke,1256_Smoke
778,173,515,349,346,374,571,552,286,Smoke,173_Smoke
779,1184,767,532,431,429,557,647,488,NoGas,1184_NoGas
780,162,530,361,361,397,586,570,308,Smoke,162_Smoke
781,708,576,351,346,368,574,550,280,Smoke,708_Smoke
782,1109,804,531,515,494,680,736,533,Perfume,1109_Perfume
783,1534,678,525,400,387,634,578,434,Perfume,1534_Perfume
784,1127,810,531,527,511,682,761,555,Perfume,1127_Perfume
785,13,714,413,444,408,588,369,396,Mixture,13_Mixture
786,1260,778,534,437,437,582,682,501,NoGas,1260_NoGas
787,623,556,413,410,388,496,354,423,Mixture,623_Mixture
788,1022,759,531,414,414,553,616,471,NoGas,1022_NoGas
789,205,666,523,404,394,640,596,441,Perfume,205_Perfume
790,106,519,394,364,332,403,239,350,Mixture,106_Mixture
791,549,591,348,337,372,574,564,296,Smoke,549_Smoke
792,1472,800,532,504,476,659,703,519,NoGas,1472_NoGas
793,1203,729,523,408,392,539,514,491,Perfume,1203_Perfume
794,263,737,526,453,458,677,729,487,Perfume,263_Perfume
795,705,530,349,317,362,573,545,279,Smoke,705_Smoke
796,811,688,443,459,415,488,370,439,Mixture,811_Mixture
797,740,629,354,328,364,575,575,295,Smoke,740_Smoke
798,734,653,352,339,369,575,580,297,Smoke,734_Smoke
799,961,729,367,346,367,574,579,300,Smoke,961_Smoke
800,496,527,352,326,366,579,554,282,Smoke,496_Smoke
801,1522,762,535,407,402,544,592,511,NoGas,1522_NoGas
802,1027,740,530,383,376,512,516,455,Perfume,1027_Perfume
803,1418,784,529,462,470,604,715,518,NoGas,1418_NoGas
804,1458,757,529,399,399,530,581,483,NoGas,1458_NoGas
805,1267,726,536,368,354,468,445,473,Perfume,1267_Perfume
806,1237,795,532,495,471,662,712,508,NoGas,1237_NoGas
807,311,537,344,334,375,571,553,280,Smoke,311_Smoke
808,1045,746,532,397,393,533,560,458,NoGas,1045_NoGas
809,1394,569,414,394,360,407,288,381,Mixture,1394_Mixture
810,486,551,347,332,368,576,558,284,Smoke,486_Smoke
811,802,798,530,506,493,687,743,515,Perfume,802_Perfume
812,171,623,412,424,391,479,319,402,Mixture,171_Mixture
813,264,695,423,466,426,579,398,433,Mixture,264_Mixture
814,948,738,535,388,381,518,531,451,Perfume,948_Perfume
815,507,795,533,497,491,689,748,502,Perfume,507_Perfume
816,26,783,520,498,474,686,743,498,Perfume,26_Perfume
817,2,574,393,350,318,457,237,330,Mixture,2_Mixture
818,71,703,412,443,407,559,361,405,Mixture,71_Mixture
819,254,692,406,434,403,592,337,415,Mixture,254_Mixture
820,396,797,528,495,495,675,736,505,Perfume,396_Perfume
821,763,792,532,489,472,675,707,495,NoGas,763_NoGas
822,424,757,530,432,440,640,691,468,NoGas,424_NoGas
823,279,749,526,443,443,663,688,470,Perfume,279_Perfume
824,755,583,420,420,384,469,324,419,Mixture,755_Mixture
